system_id,system_name,system_class_code,system_class,organization_code,organization,system_field_code,system_field,architecture_code,architecture,reduction_code,reduction,pf_code,pf,year
A002887,出入国管理システム,030,情報処理システム,L1,法務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,020,情報提供系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,100,治安防衛系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,100,治安防衛系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,030,受付記録系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,050,計算分析系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,050,計算分析系システム,700,その他,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,030,受付記録系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,100,治安防衛系システム,700,その他,001,非該当,001,非該当,2013
A002887,出入国管理システム,030,情報処理システム,L1,法務省,100,治安防衛系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A002902,情報収集システム,030,情報処理システム,L4,法務省,,,,,001,非該当,001,非該当,2013
A002913,会計情報通信システム,030,情報処理システム,L4,法務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A002924,外務省連携システム,030,情報処理システム,L4,法務省,,,,,001,非該当,001,非該当,2013
A002935,公安情報電算機処理システム,030,情報処理システム,L4,法務省,,,,,001,非該当,001,非該当,2013
A002946,国会関連業務支援システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A002946,国会関連業務支援システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A002968,一元的な文書管理外務省固有システム（記録）,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A002979,出退情報表示システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A002979,出退情報表示システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A002980,経済協力評価報告書データベース,030,情報処理システム,M1,外務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A002980,経済協力評価報告書データベース,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A002991,図書館業務管理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2013
A002991,図書館業務管理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,002,全部移行,2013
A002991,図書館業務管理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2013
A003006,国立国会図書館分散型総合目録ﾃﾞｰﾀﾍﾞｰｽｼｽﾃﾑの接続のための図書館業務管理ｼｽﾃﾑ,030,情報処理システム,M1,外務省,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003017,外国公館等情報システム,030,情報処理システム,M1,外務省,030,受付記録系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003017,外国公館等情報システム,030,情報処理システム,M1,外務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003017,外国公館等情報システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003017,外国公館等情報システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003017,外国公館等情報システム,030,情報処理システム,M1,外務省,030,受付記録系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003017,外国公館等情報システム,030,情報処理システム,M1,外務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003028,入退庁管理システム,030,情報処理システム,M1,外務省,090,施設管理系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003028,入退庁管理システム,030,情報処理システム,M1,外務省,090,施設管理系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003039,人事計画用情報管理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003040,管理者評価システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003040,管理者評価システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003051,外務省ネットワーク・ＬＡＮシステム,010,府省内ＬＡＮ,M1,外務省,,,,,001,非該当,001,非該当,2013
A003073,公信事務自動処理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,006,単純廃止,001,非該当,2013
A003084,研修管理システム,030,情報処理システム,M1,外務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003095,人事給与等業務システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,008,縮小改善,003,部分移行,2013
A003095,人事給与等業務システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,008,縮小改善,003,部分移行,2013
A003109,会計関係業務システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,003,部分移行,2013
A003109,会計関係業務システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,003,部分移行,2013
A003110,省内LANホームページシステム,030,情報処理システム,M1,外務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003110,省内LANホームページシステム,030,情報処理システム,M1,外務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003121,業務系共通プラットフォーム,030,情報処理システム,M1,外務省,120,共通システム基盤,700,その他,001,非該当,001,非該当,2013
A003132,物品管理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003143,旅費ネットワークシステム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,003,部分移行,2013
A003143,旅費ネットワークシステム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,003,部分移行,2013
A003154,会計手続システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,003,部分移行,2013
A003154,会計手続システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,003,部分移行,2013
A003165,無償資金管理システム（会計課）,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003165,無償資金管理システム（会計課）,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A003176,統合医療情報処理システム（福利厚生室）,030,情報処理システム,M1,外務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003176,統合医療情報処理システム（福利厚生室）,030,情報処理システム,M1,外務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003187,在外経理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2013
A003187,在外経理システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,700,その他,004,吸収統合,002,全部移行,2013
A003198,統合Ｗｅｂ環境,030,情報処理システム,M1,外務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003202,経済協力情報管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003202,経済協力情報管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003202,経済協力情報管理システム,030,情報処理システム,M1,外務省,050,計算分析系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003202,経済協力情報管理システム,030,情報処理システム,M1,外務省,050,計算分析系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003213,条約等国際約束検索システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003224,領事業務情報システム(統合プラットフォーム),030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,004,吸収統合,003,部分移行,2013
A003224,領事業務情報システム(統合プラットフォーム),030,情報処理システム,M1,外務省,040,蓄積検索系システム,700,その他,004,吸収統合,003,部分移行,2013
A003224,領事業務情報システム(統合プラットフォーム),030,情報処理システム,M1,外務省,030,受付記録系システム,700,その他,004,吸収統合,003,部分移行,2013
A003224,領事業務情報システム(統合プラットフォーム),030,情報処理システム,M1,外務省,120,共通システム基盤,700,その他,004,吸収統合,003,部分移行,2013
A003224,領事業務情報システム(統合プラットフォーム),030,情報処理システム,M1,外務省,120,共通システム基盤,030,Webサーバ型,004,吸収統合,003,部分移行,2013
A003224,領事業務情報システム(統合プラットフォーム),030,情報処理システム,M1,外務省,030,受付記録系システム,030,Webサーバ型,004,吸収統合,003,部分移行,2013
A003235,領事業務データ管理システム,030,情報処理システム,M1,外務省,020,情報提供系システム,030,Webサーバ型,008,縮小改善,003,部分移行,2013
A003235,領事業務データ管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,008,縮小改善,003,部分移行,2013
A003235,領事業務データ管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,700,その他,008,縮小改善,003,部分移行,2013
A003235,領事業務データ管理システム,030,情報処理システム,M1,外務省,020,情報提供系システム,700,その他,008,縮小改善,003,部分移行,2013
A003235,領事業務データ管理システム,030,情報処理システム,M1,外務省,030,受付記録系システム,030,Webサーバ型,008,縮小改善,003,部分移行,2013
A003235,領事業務データ管理システム,030,情報処理システム,M1,外務省,030,受付記録系システム,700,その他,008,縮小改善,003,部分移行,2013
A003257,旅券発給管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,050,共通システム基盤利用型,008,縮小改善,003,部分移行,2013
A003257,旅券発給管理システム,030,情報処理システム,M1,外務省,030,受付記録系システム,700,その他,008,縮小改善,003,部分移行,2013
A003257,旅券発給管理システム,030,情報処理システム,M1,外務省,030,受付記録系システム,030,Webサーバ型,008,縮小改善,003,部分移行,2013
A003257,旅券発給管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,030,Webサーバ型,008,縮小改善,003,部分移行,2013
A003257,旅券発給管理システム,030,情報処理システム,M1,外務省,030,受付記録系システム,050,共通システム基盤利用型,008,縮小改善,003,部分移行,2013
A003257,旅券発給管理システム,030,情報処理システム,M1,外務省,040,蓄積検索系システム,700,その他,008,縮小改善,003,部分移行,2013
A003268,査証ＷＡＮ,030,情報処理システム,M1,外務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,008,縮小改善,003,部分移行,2013
A003268,査証ＷＡＮ,030,情報処理システム,M1,外務省,030,受付記録系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,008,縮小改善,003,部分移行,2013
A003279,職員住所録検索システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,050,共通システム基盤利用型,003,統合廃止,001,非該当,2013
A003279,職員住所録検索システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003280,情報公開事務支援システム,030,情報処理システム,M1,外務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003291,人事管理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A003305,給与システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A003305,給与システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,010,メインフレーム型,003,統合廃止,001,非該当,2013
A003316,財務省ホームページコンテンツマネジメントシステム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003327,国会情報掲示システム,030,情報処理システム,N1,財務省,110,その他業務系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003338,歳入金連携システム,030,情報処理システム,N1,財務省,110,その他業務系システム,700,その他,001,非該当,001,非該当,2013
A003349,財務省行政情報化LANシステム,010,府省内ＬＡＮ,N1,財務省,,,,,004,吸収統合,001,非該当,2013
A003350,財務省行政情報化LAN等オペレーションルームのセキュリティシステム,030,情報処理システム,N1,財務省,090,施設管理系システム,700,その他,001,非該当,001,非該当,2013
A003361,健康管理システム（大臣官房会計課）,030,情報処理システム,N1,財務省,110,その他業務系システム,700,その他,001,非該当,002,全部移行,2013
A003372,入庁者受付システム,030,情報処理システム,N1,財務省,090,施設管理系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003383,国家公務員カード等及び入退館管理システム,030,情報処理システム,N1,財務省,090,施設管理系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2013
A003383,国家公務員カード等及び入退館管理システム,030,情報処理システム,N1,財務省,090,施設管理系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003394,物品管理システム（大臣官房会計課）,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A003408,財務省本庁舎及び中央合同庁舎第４号館共用会議室予約システム,030,情報処理システム,N1,財務省,090,施設管理系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003419,資金前渡官吏システム（大臣官房会計課）,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003420,財務省電子入札システム,030,情報処理システム,N1,財務省,030,受付記録系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003420,財務省電子入札システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003431,財務局行政情報化LANシステム,010,府省内ＬＡＮ,N1,財務省,,,,,004,吸収統合,001,非該当,2013
A003442,財務局ホームページ,030,情報処理システム,N1,財務省,020,情報提供系システム,040,外部サービス利用型,004,吸収統合,002,全部移行,2013
A003453,出張旅費システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,050,共通システム基盤利用型,003,統合廃止,001,非該当,2013
A003453,出張旅費システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003453,出張旅費システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A003464,関東財務局在席表示システム,030,情報処理システム,N1,財務省,700,その他,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003501,財務局給与計算システム報告書データ管理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2013
A003512,近財ふぉーらむ,010,府省内ＬＡＮ,N1,財務省,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003523,法定外公共物図面管理システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A003534,財務局ICカード発行管理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,700,その他,030,Webサーバ型,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,090,施設管理系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,110,その他業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,110,その他業務系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,090,施設管理系システム,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,090,施設管理系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003545,入退館管理システム（財務局）,030,情報処理システム,N1,財務省,700,その他,050,共通システム基盤利用型,001,非該当,001,非該当,2013
A003567,財務局コンテンツマネジメントシステム,030,情報処理システム,N1,財務省,020,情報提供系システム,040,外部サービス利用型,003,統合廃止,001,非該当,2013
A003567,財務局コンテンツマネジメントシステム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003578,主要経済指標システム,010,府省内ＬＡＮ,N1,財務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003589,予算編成支援システム,030,情報処理システム,N1,財務省,110,その他業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003589,予算編成支援システム,030,情報処理システム,N1,財務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,030,受付記録系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,700,その他,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,020,情報提供系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003590,通関情報総合判定システム,030,情報処理システム,N1,財務省,030,受付記録系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003604,海上貨物スクリーニングシステム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003615,税関情報総合提供システム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003626,通関事務総合データ通信システム,030,情報処理システム,N1,財務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003637,税関給与システム（管理課）,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,003,統合廃止,001,非該当,2013
A003648,健康管理システム（管理課）,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003648,健康管理システム（管理課）,030,情報処理システム,N1,財務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003648,健康管理システム（管理課）,030,情報処理システム,N1,財務省,070,監視系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003659,会計システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,005,単純縮小,001,非該当,2013
A003659,会計システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,005,単純縮小,001,非該当,2013
A003693,スワップトレーディング等システム,030,情報処理システム,N1,財務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003693,スワップトレーディング等システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003707,国債債務分析システム,030,情報処理システム,N1,財務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003718,国債関係LANシステム,010,府省内ＬＡＮ,N1,財務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,110,その他業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,050,計算分析系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003729,国債関係システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003730,国庫収支事務オンラインシステム,030,情報処理システム,N1,財務省,110,その他業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003741,国有財産総合情報管理システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003741,国有財産総合情報管理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003741,国有財産総合情報管理システム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003741,国有財産総合情報管理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,040,外部サービス利用型,004,吸収統合,001,非該当,2013
A003741,国有財産総合情報管理システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,040,外部サービス利用型,004,吸収統合,001,非該当,2013
A003741,国有財産総合情報管理システム,030,情報処理システム,N1,財務省,020,情報提供系システム,040,外部サービス利用型,004,吸収統合,001,非該当,2013
A003752,政府借入金入札システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003752,政府借入金入札システム,030,情報処理システム,N1,財務省,030,受付記録系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003752,政府借入金入札システム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003763,財務状況把握システム,030,情報処理システム,N1,財務省,020,情報提供系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003763,財務状況把握システム,030,情報処理システム,N1,財務省,050,計算分析系システム,030,Webサーバ型,003,統合廃止,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,050,計算分析系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,090,施設管理系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,090,施設管理系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003774,財政融資資金電算機処理システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,030,Webサーバ型,004,吸収統合,001,非該当,2013
A003785,金利算出アプリケーション,030,情報処理システム,N1,財務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003796,外債取引等管理システム,030,情報処理システム,N1,財務省,110,その他業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003800,共同利用電算機システム,030,情報処理システム,N1,財務省,050,計算分析系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A003811,図書管理システム,030,情報処理システム,N1,財務省,110,その他業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003822,法人企業統計調査等ネットワークシステム,030,情報処理システム,N1,財務省,050,計算分析系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A003833,官庁会計システム,030,情報処理システム,N1,財務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003833,官庁会計システム,030,情報処理システム,N1,財務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A003844,歳入金電子納付システム,030,情報処理システム,N1,財務省,700,その他,700,その他,001,非該当,001,非該当,2013
